#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.EStatus|Comment|Source|Value
#T_SP=webanno.custom.EStatus2|Comment|Source|SourceAttitude|Value
#T_SP=webanno.custom.ESubject|Id
#T_SP=webanno.custom.Proposition|Polarity|Proposition
#T_SP=webanno.custom.EContext|DefaultValue|ESubject|ROLE_webanno.custom.EContext:ToEStatus_webanno.custom.EContextToEStatusLink|webanno.custom.EStatus|ROLE_webanno.custom.EContext:ToEStatus2_webanno.custom.EContextToEStatus2Link|webanno.custom.EStatus2|ROLE_webanno.custom.EContext:ToEStatus3_webanno.custom.EContextToEStatus3Link|webanno.custom.EStatus3


#Text=Сам юноша , как и его отец , категорически отрицали , что эти предметы принадлежат им
4-10	143-145	не	*[21]	$селдон($автор)[21]	T\;-[21]	_	_	_	_	_	neg[62]	\[Селдон не спал сам\][62]	_	_	_	_	_	_	_	_	
4-11	146-150	спал	*[21]	$селдон($автор)[21]	T\;-[21]	_	_	_	_	_	neg[62]	\[Селдон не спал сам\][62]	_	_	_	_	_	_	_	_	
4-12	151-154	сам	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-13	155-156	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Не доверяя рассказу об иноках , Кучкин отрицает и сам факт поездки князя Дмитрия в Троицу
5-1	158-160	Не	*[22]	$автор[22]	T\;-[22]	_	_	_	_	_	neg[63]	\[Кучкин не доверяет рассказу...\][63]	_	_	_	_	_	_	_	_	
5-2	161-168	доверяя	*[22]	$автор[22]	T\;-[22]	_	_	_	_	_	neg[63]	\[Кучкин не доверяет рассказу...\][63]	_	_	_	_	_	_	_	_	
5-3	169-177	рассказу	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-4	178-180	об	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-5	181-187	иноках	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-6	188-189	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-7	190-196	Кучкин	_	_	_	_	_	_	_	$кучкин	_	_	_	_	_	_	_	_	_	_	
5-8	197-205	отрицает	*	$автор	T\;-	_	_	_	_	_	*	\[Кучкин отрицает...\]	*	$кучкин		5-12	_	*	_	*	
5-9	206-207	и	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-10	208-211	сам	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-11	212-216	факт	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-12	217-224	поездки	*	$кучкин($автор)	F\;-	_	_	_	_	_	*	\[поездка... имела место\]	_	_	_	_	_	_	_	_	
5-13	225-230	князя	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-14	231-238	Дмитрия	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-15	239-240	в	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-16	241-247	Троицу	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=.
6-1	248-249	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=— Я категорически отрицаю , что меня с клиенткой , чья супруга сидит у нас за спиной , связывают какие-либо любовные отношения .
7-1	251-252	—	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-2	253-254	Я	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-3	255-268	категорически	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-4	269-276	отрицаю	*	$автор	T\;-	_	_	_	_	_	*	\[я отрицаю, что...\]	*	$автор		7-19	_	*	_	*	
7-5	277-278	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-6	279-282	что	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-7	283-287	меня	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-8	288-289	с	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-9	290-299	клиенткой	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-10	300-301	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-11	302-305	чья	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-12	306-313	супруга	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-13	314-319	сидит	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-14	320-321	у	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-15	322-325	нас	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-16	326-328	за	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-17	329-335	спиной	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-18	336-337	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-19	338-347	связывают	*	$автор	F\;-	_	_	_	_	_	*	\[меня с клиенткой связывают... отношения\]	_	_	_	_	_	_	_	_	
7-20	348-358	какие-либо	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-21	359-367	любовные	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-22	368-377	отношения	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-23	378-379	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Силовики стрельбу по жилому сектору отрицают .
8-1	381-389	Силовики	_	_	_	_	_	_	_	$силовики	_	_	_	_	_	_	_	_	_	_	
8-2	390-398	стрельбу	*	$силовики($автор)	F\;-	_	_	_	_	_	*	\[стрельба... имела место\]	_	_	_	_	_	_	_	_	
8-3	399-401	по	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-4	402-408	жилому	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-5	409-416	сектору	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-6	417-425	отрицают	*	$автор	T\;-	_	_	_	_	_	*	\[силовики отрицают, что...\]	*	$автор		8-2	_	*	_	*	
8-7	426-427	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Тем временем в « Аэрофлоте » заявили , что отрицают любые « домыслы журналистов » о том , что компания ведёт какую-либо борьбу за активы « ВИМ-Авиа » .
9-1	429-432	Тем	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-2	433-441	временем	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-3	442-443	в	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-4	444-445	«	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-5	446-455	Аэрофлоте	_	_	_	_	_	_	_	$аэрофлот	_	_	_	_	_	_	_	_	_	_	
9-6	456-457	»	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-7	458-465	заявили	*	$автор	T\;-	_	_	_	_	_	*	\[в Аэрофлоте заявили, что...\]	*	$аэрофлот	_	*	_	*	_	*	
9-8	466-467	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-9	468-471	что	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-10	472-480	отрицают	*	$аэрофлот($автор)	T\;-	_	_	_	_	_	*	\[в Аэрофлоте отрицают домыслы о...\]	*	$аэрофлот		9-21	_	*	_	*	
9-11	481-486	любые	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-12	487-488	«	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-13	489-496	домыслы	*	$аэрофлот($автор)	T\;-	_	_	_	_	_	*	\[домыслы... имеют место\]	*	$журналисты	_	*		9-21	_	*	
9-14	497-508	журналистов	_	_	_	_	_	_	_	$журналисты	_	_	_	_	_	_	_	_	_	_	
9-15	509-510	»	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-16	511-512	о	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-17	513-516	том	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-18	517-518	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-19	519-522	что	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-20	523-531	компания	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-21	532-537	ведёт	*	$аэрофлот($автор)	F\;-	*	$журналисты($аэрофлот($автор))	*	T\;-	_	*	\[компания ведет борьбу за активы...\]	_	_	_	_	_	_	_	_	
9-22	538-548	какую-либо	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-23	549-555	борьбу	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-24	556-558	за	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-25	559-565	активы	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-26	566-567	«	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-27	568-576	ВИМ-Авиа	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-28	577-578	»	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-29	579-580	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Сообщается , что Владимир Путин не отрицает , что проблема бедности жителей России действительно существует .
10-1	582-592	Сообщается	*	$автор	T\;-	_	_	_	_	_	*	\[сообщается, что...\]	*	$unspecified	_	*	_	*	_	*	
10-2	593-594	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-3	595-598	что	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-4	599-607	Владимир	_	_	_	_	_	_	_	$путин[43]	_	_	_	_	_	_	_	_	_	_	
10-5	608-613	Путин	_	_	_	_	_	_	_	$путин[43]	_	_	_	_	_	_	_	_	_	_	
10-6	614-616	не	*[23]	$unspecified($автор)[23]	T\;-[23]	_	_	_	_	_	neg[64]	\[В.Путин не отрицает, что...\][64]	*[2]	$путин[2]	[2]	10-15	_[2]	*	_[2]	*	
10-7	617-625	отрицает	*[23]	$unspecified($автор)[23]	T\;-[23]	_	_	_	_	_	neg[64]	\[В.Путин не отрицает, что...\][64]	*[2]	$путин[2]	[2]	10-15	_[2]	*	_[2]	*	
10-8	626-627	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-9	628-631	что	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-10	632-640	проблема	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-11	641-649	бедности	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-12	650-657	жителей	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-13	658-664	России	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-14	665-678	действительно	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-15	679-689	существует	*	$unspecified($путин($автор))	T\;-	_	_	_	_	_	*	\[проблема бедности... существует\]	_	_	_	_	_	_	_	_	
10-16	690-691	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Она фактически тем самым признала , что официальные лица США до того вводили прессу в заблуждение , отрицая факт переговоров .
11-1	693-696	Она	_	_	_	_	_	_	_	$она	_	_	_	_	_	_	_	_	_	_	
11-2	697-707	фактически	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-3	708-711	тем	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-4	712-717	самым	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-5	718-726	признала	*	$автор	T\;-	_	_	_	_	_	*	\[она признала, что...\]	*	$она	_	*	_	*	_	*	
11-6	727-728	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-7	729-732	что	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-8	733-744	официальные	_	_	_	_	_	_	_	$лица[44]	_	_	_	_	_	_	_	_	_	_	
11-9	745-749	лица	_	_	_	_	_	_	_	$лица[44]	_	_	_	_	_	_	_	_	_	_	
11-10	750-753	США	_	_	_	_	_	_	_	$лица[44]	_	_	_	_	_	_	_	_	_	_	
11-11	754-756	до	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-12	757-761	того	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-13	762-769	вводили	*	$она($автор)	T\;-	_	_	_	_	_	*	\[оф.лица США вводили прессу в заблуждение...\]	_	_	_	_	_	_	_	_	
11-14	770-776	прессу	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-15	777-778	в	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-16	779-790	заблуждение	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-17	791-792	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-18	793-800	отрицая	*	$она($автор)	T\;-	_	_	_	_	_	*	\[оф.лица США отрицали, что...\]	*	$лица		11-20	_	*	_	*	
11-19	801-805	факт	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-20	806-817	переговоров	*	$лица($она($автор))	F\;-	_	_	_	_	_	*	\[переговоры имели место\]	_	_	_	_	_	_	_	_	
11-21	818-819	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=По данным CNN , речь идет о сотруднике предвыборного штаба Сэме Нанберге , отрицающем , что эти высказывания принадлежат ему .
12-1	821-823	По	_	_	_	_	_	_	_	_	_	_	*[3]	$cnn[3]	_[3]	*	_[3]	*	_[3]	*	
12-2	824-830	данным	_	_	_	_	_	_	_	_	_	_	*[3]	$cnn[3]	_[3]	*	_[3]	*	_[3]	*	
12-3	831-834	CNN	_	_	_	_	_	_	_	$cnn	_	_	_	_	_	_	_	_	_	_	
12-4	835-836	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-5	837-841	речь	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-6	842-846	идет	*	$cnn($автор)	T\;-	_	_	_	_	_	*	\[речь идет о сотруднике...\]	_	_	_	_	_	_	_	_	
12-7	847-848	о	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-8	849-859	сотруднике	_	_	_	_	_	_	_	$нанберг[45]	_	_	_	_	_	_	_	_	_	_	
12-9	860-873	предвыборного	_	_	_	_	_	_	_	$нанберг[45]	_	_	_	_	_	_	_	_	_	_	
12-10	874-879	штаба	_	_	_	_	_	_	_	$нанберг[45]	_	_	_	_	_	_	_	_	_	_	
12-11	880-884	Сэме	_	_	_	_	_	_	_	$нанберг[45]	_	_	_	_	_	_	_	_	_	_	
12-12	885-893	Нанберге	_	_	_	_	_	_	_	$нанберг[45]	_	_	_	_	_	_	_	_	_	_	
12-13	894-895	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-14	896-906	отрицающем	*	$cnn($автор)	T\;-	_	_	_	_	_	*	\[сотрудник... отрицает, что...\]	*	$нанберг		12-19	_	*	_	*	
12-15	907-908	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-16	909-912	что	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-17	913-916	эти	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-18	917-929	высказывания	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-19	930-941	принадлежат	*	$нанберг($cnn($автор))	F\;-	_	_	_	_	_	*	\[высказывания принадлежат ему\]	_	_	_	_	_	_	_	_	
12-20	942-945	ему	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-21	946-947	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Пермский омбудсмен опроверг отчисление онкобольной школьницы из гимназии .
13-1	949-957	Пермский	_	_	_	_	_	_	_	$омбудсмен[46]	_	_	_	_	_	_	_	_	_	_	
13-2	958-967	омбудсмен	_	_	_	_	_	_	_	$омбудсмен[46]	_	_	_	_	_	_	_	_	_	_	
13-3	968-976	опроверг	*	$автор	T\;-	_	_	_	_	_	*	\[омбудсмен опроверг, что...\]	*	$омбудсмен		13-4	_	*	_	*	
13-4	977-987	отчисление	*	$омбудсмен($автор)	F\;-	_	_	_	_	_	*	\[отчисление школьницы... имело место\]	_	_	_	_	_	_	_	_	
13-5	988-999	онкобольной	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-6	1000-1009	школьницы	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-7	1010-1012	из	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-8	1013-1021	гимназии	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-9	1022-1023	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Однако старший инспектор Лоусон решительно опроверг слухи о том , что к данному убийству причастен Мясник .
14-1	1025-1031	Однако	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-2	1032-1039	старший	_	_	_	_	_	_	_	$лоусон[47]	_	_	_	_	_	_	_	_	_	_	
14-3	1040-1049	инспектор	_	_	_	_	_	_	_	$лоусон[47]	_	_	_	_	_	_	_	_	_	_	
14-4	1050-1056	Лоусон	_	_	_	_	_	_	_	$лоусон[47]	_	_	_	_	_	_	_	_	_	_	
14-5	1057-1067	решительно	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-6	1068-1076	опроверг	*	$автор	T\;-	_	_	_	_	_	*	\[инспектор опроверг слухи о...\]	*	$лоусон		14-15	_	*	_	*	
14-7	1077-1082	слухи	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-8	1083-1084	о	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-9	1085-1088	том	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-10	1089-1090	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-11	1091-1094	что	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-12	1095-1096	к	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-13	1097-1104	данному	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-14	1105-1113	убийству	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-15	1114-1123	причастен	*	$лоусон($автор)	F\;-	_	_	_	_	_	*	\[к... убийству причастен Мясник\]	_	_	_	_	_	_	_	_	
14-16	1124-1130	Мясник	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-17	1131-1132	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Замминистра иностранных дел РФ Игорь Моргулов в интервью РИА Новости опроверг сообщения ряда японских СМИ о том , что Москва инициировала формат переговоров с Японией " 2+2 " с тем , чтобы обсуждать потенциальные угрозы региональной безопасности со стороны Китая .
15-1	1134-1145	Замминистра	_	_	_	_	_	_	_	$моргулов[48]	_	_	_	_	_	_	_	_	_	_	
15-2	1146-1157	иностранных	_	_	_	_	_	_	_	$моргулов[48]	_	_	_	_	_	_	_	_	_	_	
15-3	1158-1161	дел	_	_	_	_	_	_	_	$моргулов[48]	_	_	_	_	_	_	_	_	_	_	
15-4	1162-1164	РФ	_	_	_	_	_	_	_	$моргулов[48]	_	_	_	_	_	_	_	_	_	_	
15-5	1165-1170	Игорь	_	_	_	_	_	_	_	$моргулов[48]	_	_	_	_	_	_	_	_	_	_	
15-6	1171-1179	Моргулов	_	_	_	_	_	_	_	$моргулов[48]	_	_	_	_	_	_	_	_	_	_	
15-7	1180-1181	в	_	_	_	_	_	_	_	_	_	_	*[4]	$риа[4]	_[4]	*	_[4]	*	_[4]	*	
15-8	1182-1190	интервью	_	_	_	_	_	_	_	_	_	_	*[4]	$риа[4]	_[4]	*	_[4]	*	_[4]	*	
15-9	1191-1194	РИА	_	_	_	_	_	_	_	$риа[49]	_	_	_	_	_	_	_	_	_	_	
15-10	1195-1202	Новости	_	_	_	_	_	_	_	$риа[49]	_	_	_	_	_	_	_	_	_	_	
15-11	1203-1211	опроверг	*	$риа($автор)	T\;-	_	_	_	_	_	*	\[замминистра опроверг сообщения о...\]	*	$моргулов		15-21	_	*	_	*	
15-12	1212-1221	сообщения	*	$моргулов($риа($автор))	T\;-	_	_	_	_	_	*	\[сообщения... имели место\]	*	$яп.сми	_	*		15-21	_	*	
15-13	1222-1226	ряда	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-14	1227-1235	японских	_	_	_	_	_	_	_	$яп.сми[50]	_	_	_	_	_	_	_	_	_	_	
15-15	1236-1239	СМИ	_	_	_	_	_	_	_	$яп.сми[50]	_	_	_	_	_	_	_	_	_	_	
15-16	1240-1241	о	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-17	1242-1245	том	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-18	1246-1247	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-19	1248-1251	что	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-20	1252-1258	Москва	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-21	1259-1271	инициировала	*	$моргулов($риа($автор))	F\;-	*	$яп.сми($моргулов($риа($автор)))	*	T\;-	_	*	\[Москва инициировала формат... с тем, чтобы...\]	_	_	_	_	_	_	_	_	
15-22	1272-1278	формат	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-23	1279-1290	переговоров	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-24	1291-1292	с	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-25	1293-1300	Японией	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-26	1301-1302	"	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-27	1303-1304	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-28	1304-1305	+	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-29	1305-1306	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-30	1307-1308	"	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-31	1309-1310	с	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-32	1311-1314	тем	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
15-33	1315-1316	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
